Store Number,Period,Sales Inc VAT,Sales Ex VAT,Volume,Transactions,CSAT,ASP,Category,Junior Buyer Area,Area,TPNB,Margin,Customer Families,Clubcard Penetration,Avg weekly Customer Frequency,GHS vs Instore,Convenience store names
13,P4,7734.67,5290.74,470,66,88,490.37,Packaged,Frozen Foods,South Dublin,SKU_7,139.06,Zeta,0.89,1.08,GHS,Arklow Store
13,P4,3988.76,8129.54,158,240,72,34.88,Packaged,Snacks,South Dublin,SKU_8,317.65,Roshni,0.3,0.64,GHS,Arklow Store
13,P4,4475.51,4174.75,79,259,79,434.16,Packaged,Dairy,Kerry/Limerick,SKU_9,180.22,Roshni,0.81,4.19,InStore,Arklow Store
13,P4,5866.35,877.09,428,76,78,346.57,Fresh,Berries,Mid-West,SKU_10,308.78,Wick,0.78,1.45,InStore,Wilton Store
13,P4,8428.67,2057.22,363,222,100,30.92,Fresh,Breads,Kerry/Limerick,SKU_11,398.96,Roshni,0.11,2.27,InStore,Wilton Store
13,P4,9399.84,6362.86,394,137,71,278.52,Clothing,Dairy,Kerry/Limerick,SKU_12,260.18,Roshni,0.8,4.64,GHS,Wilton Store
13,P4,5697.83,8064.37,148,299,73,30.1,Clothing,Dairy,Kerry/Limerick,SKU_13,232.81,Omega,0.49,2.41,InStore,Wilton Store
13,P4,7145.77,1353.62,498,270,82,29.34,Packaged,Breads,South Dublin,SKU_14,483.29,Zeta,0.73,3.33,InStore,Arklow Store
13,P4,9654.22,401.05,182,202,77,158.48,Fresh,Breads,Mid-West,SKU_15,187.7,Roshni,0.79,1.18,GHS,Arklow Store
13,P4,1074.4,4991.63,178,118,76,384.53,Clothing,Breads,South Dublin,SKU_16,322.29,Wick,0.89,4.06,InStore,Arklow Store
13,P4,4773.69,4047.23,154,46,77,469.5,Packaged,Dairy,Mid-West,SKU_17,305.01,Omega,0.42,1.7,InStore,Wexford Store
13,P4,1820.04,3370.76,401,234,71,331.63,Packaged,Breads,South Dublin,SKU_18,403.17,Omega,0.56,3.14,InStore,Arklow Store
13,P4,8731.18,3614.73,184,95,72,183.16,Clothing,Snacks,Mid-West,SKU_19,105.09,Omega,0.78,4.51,InStore,Wexford Store
13,P4,6691.62,812.1,283,222,90,76.68,Packaged,Juice,Mid-West,SKU_20,168.6,Zeta,0.91,3.74,InStore,Arklow Store
13,P4,7410.7,3851.11,164,280,83,190.3,Clothing,Beers,Mid-West,SKU_21,424.81,Zeta,0.79,1.14,InStore,Arklow Store
13,P4,4163.85,9411.6,390,270,91,159.5,Packaged,Snacks,North Dublin,SKU_22,256.1,Omega,0.43,2.06,GHS,Arklow Store
13,P4,6965.27,1015.3,174,182,72,255.48,Clothing,Frozen Foods,Mid-West,SKU_23,453.8,Omega,0.67,2.7,GHS,Wexford Store
13,P4,1188.91,7521.63,325,255,81,264.71,Fresh,Berries,Mid-West,SKU_24,371.83,Zeta,0.84,1.2,InStore,Wexford Store
13,P4,7575.81,2883.32,442,282,91,183.7,Clothing,Snacks,North Dublin,SKU_25,64.07,Roshni,0.49,0.96,InStore,Wexford Store
13,P4,7536.5,5771.9,413,136,91,430.38,Fresh,Snacks,Kerry/Limerick,SKU_26,82.59,Wick,0.53,1.88,InStore,Wilton Store
13,P4,3713.29,6589.88,292,224,97,457.95,Fresh,Juice,Mid-West,SKU_27,11.24,Wick,0.61,3.77,GHS,Wilton Store
13,P4,5380.65,3029.87,273,288,94,312.17,Clothing,Snacks,Mid-West,SKU_28,143.96,Zeta,0.39,3.21,InStore,Wilton Store
13,P4,5172.13,3790.08,429,146,95,386.73,Fresh,Juice,Kerry/Limerick,SKU_29,107.46,Omega,0.58,1.72,InStore,New Store
13,P4,9251.94,1097.41,499,248,78,254.49,Fresh,Breads,Kerry/Limerick,SKU_30,14.57,Wick,0.5,4.84,InStore,Wilton Store
13,P4,1491.34,9438.04,469,254,78,319.19,Clothing,Beers,Kerry/Limerick,SKU_31,247.25,Omega,0.5,4.49,GHS,Arklow Store
13,P4,6129.17,1175.0,150,298,72,313.48,Clothing,Dairy,North Dublin,SKU_32,115.89,Roshni,0.53,4.5,InStore,Arklow Store
13,P4,1767.35,2091.35,101,77,79,100.36,Packaged,Juice,North Dublin,SKU_33,249.14,Omega,0.59,1.64,InStore,Arklow Store
13,P4,6842.68,7846.0,261,198,85,411.22,Clothing,Frozen Foods,North Dublin,SKU_34,320.99,Zeta,0.8,4.77,GHS,Wexford Store
13,P4,8652.15,2644.99,105,290,95,264.95,Packaged,Beers,South Dublin,SKU_35,63.66,Zeta,0.48,4.64,InStore,Wilton Store
13,P4,9221.49,2988.3,301,249,87,80.78,Clothing,Juice,Mid-West,SKU_36,196.99,Omega,0.25,0.89,InStore,Wexford Store
13,P4,9590.28,7572.81,186,71,80,376.17,Fresh,Snacks,Mid-West,SKU_37,434.05,Roshni,0.6,1.52,InStore,Arklow Store
13,P4,2050.99,4831.3,390,181,99,369.73,Fresh,Beers,South Dublin,SKU_38,183.96,Wick,0.46,1.06,InStore,New Store
13,P4,563.3,3755.71,61,135,82,66.09,Packaged,Berries,South Dublin,SKU_39,146.13,Wick,0.77,2.79,GHS,Arklow Store
13,P4,949.32,6343.15,384,148,92,471.88,Fresh,Frozen Foods,North Dublin,SKU_40,167.98,Wick,0.16,2.28,GHS,Arklow Store
13,P4,6331.92,4031.97,316,136,77,368.84,Fresh,Frozen Foods,Kerry/Limerick,SKU_41,136.31,Roshni,0.79,4.05,InStore,Arklow Store
13,P4,4958.42,8018.2,134,41,84,109.09,Packaged,Breads,South Dublin,SKU_42,70.32,Omega,0.14,0.79,GHS,Wilton Store
13,P4,8548.5,7393.98,60,159,78,148.82,Clothing,Beers,Mid-West,SKU_43,204.43,Zeta,0.95,2.58,GHS,New Store
13,P4,2626.32,4818.94,402,154,85,294.5,Fresh,Snacks,Mid-West,SKU_44,401.12,Omega,0.55,2.52,InStore,Wilton Store
13,P4,5998.88,4948.45,132,244,82,65.07,Fresh,Frozen Foods,Kerry/Limerick,SKU_45,319.32,Omega,0.73,1.68,GHS,Arklow Store
13,P4,9849.87,3195.98,492,259,93,277.89,Packaged,Berries,South Dublin,SKU_46,124.33,Wick,0.73,3.4,GHS,Arklow Store
13,P4,3572.71,8869.41,428,256,71,414.09,Packaged,Snacks,Mid-West,SKU_47,498.39,Omega,0.92,4.42,GHS,Wilton Store
13,P4,4299.23,2249.69,194,187,72,427.94,Clothing,Juice,Kerry/Limerick,SKU_48,427.55,Zeta,0.23,4.65,GHS,New Store
13,P4,7741.32,7931.88,409,258,80,72.76,Packaged,Juice,Kerry/Limerick,SKU_49,281.04,Zeta,0.78,4.65,InStore,Arklow Store
13,P4,4661.61,2036.82,362,280,72,75.83,Clothing,Berries,North Dublin,SKU_50,187.36,Roshni,0.8,2.31,InStore,Arklow Store
13,P4,3743.52,2932.61,151,284,96,395.05,Packaged,Breads,North Dublin,SKU_51,467.93,Wick,0.13,3.74,InStore,Wilton Store
13,P4,4968.85,1062.27,461,46,92,375.9,Packaged,Snacks,South Dublin,SKU_52,254.64,Omega,0.44,3.85,GHS,Wexford Store
13,P4,2712.12,2329.32,91,270,73,172.94,Packaged,Breads,Mid-West,SKU_53,385.32,Zeta,0.54,3.49,GHS,Arklow Store
13,P4,2045.65,4372.38,374,262,81,231.41,Clothing,Berries,Kerry/Limerick,SKU_54,306.62,Omega,0.81,4.82,GHS,Wexford Store
13,P4,5257.62,1071.41,354,286,71,74.04,Fresh,Beers,North Dublin,SKU_55,14.02,Wick,0.99,2.62,GHS,New Store
13,P4,9648.77,5535.0,106,122,96,463.9,Fresh,Juice,North Dublin,SKU_56,260.75,Zeta,0.61,0.73,GHS,New Store
13,P4,4944.89,9381.8,273,299,76,167.76,Packaged,Beers,South Dublin,SKU_57,62.16,Zeta,0.66,3.25,GHS,Arklow Store
13,P4,6986.55,4818.61,366,174,83,79.25,Clothing,Frozen Foods,Mid-West,SKU_58,161.88,Wick,0.39,4.8,InStore,Wilton Store
13,P4,3154.03,1182.53,479,226,82,266.87,Packaged,Frozen Foods,Mid-West,SKU_59,281.8,Wick,0.89,1.58,GHS,Arklow Store
13,P4,8428.81,4832.82,193,276,100,476.97,Packaged,Breads,Mid-West,SKU_60,349.46,Roshni,0.18,1.06,GHS,Wilton Store
13,P4,4484.74,3222.43,380,296,85,22.21,Clothing,Juice,Kerry/Limerick,SKU_61,156.99,Omega,0.27,4.44,InStore,New Store
13,P4,1948.18,869.78,258,234,89,480.19,Clothing,Frozen Foods,South Dublin,SKU_62,234.47,Omega,0.68,0.64,InStore,Wilton Store
13,P4,9808.07,1342.17,320,142,91,423.14,Packaged,Dairy,Mid-West,SKU_63,254.11,Roshni,0.5,3.54,GHS,Wexford Store
13,P4,6355.86,8842.59,180,43,72,124.1,Fresh,Frozen Foods,Kerry/Limerick,SKU_64,287.4,Wick,0.52,1.52,GHS,New Store
13,P4,2683.12,2593.75,257,194,76,296.71,Packaged,Snacks,Kerry/Limerick,SKU_65,289.56,Roshni,0.8,4.92,InStore,Arklow Store
13,P4,8839.06,6240.66,87,152,78,410.63,Clothing,Snacks,Mid-West,SKU_66,217.65,Wick,0.82,2.38,InStore,New Store
13,P4,9894.65,5804.79,299,193,73,133.32,Fresh,Frozen Foods,Kerry/Limerick,SKU_67,168.89,Omega,0.91,2.81,GHS,Wilton Store
13,P4,7043.06,1738.27,374,120,96,333.77,Clothing,Beers,North Dublin,SKU_68,498.53,Roshni,0.19,2.83,InStore,Wexford Store
13,P4,9608.73,8889.69,310,168,99,407.68,Clothing,Frozen Foods,Kerry/Limerick,SKU_69,38.59,Zeta,0.84,3.91,GHS,Arklow Store
13,P4,9241.93,6293.74,128,66,82,25.52,Fresh,Juice,Kerry/Limerick,SKU_70,336.22,Zeta,0.73,2.7,InStore,Wexford Store
13,P4,9890.55,2280.84,256,31,93,100.67,Packaged,Snacks,South Dublin,SKU_71,99.29,Zeta,0.12,3.96,InStore,Arklow Store
13,P4,5681.06,3129.08,122,147,98,206.03,Clothing,Frozen Foods,Kerry/Limerick,SKU_72,327.43,Zeta,0.38,2.33,InStore,Wexford Store
13,P4,1814.99,4194.48,260,148,74,456.84,Packaged,Frozen Foods,Kerry/Limerick,SKU_73,10.37,Roshni,0.39,3.02,GHS,Arklow Store
13,P4,8912.27,577.7,475,63,81,133.09,Clothing,Dairy,Kerry/Limerick,SKU_74,213.05,Omega,0.47,0.64,GHS,Arklow Store
13,P4,5151.97,2549.57,272,149,71,144.98,Clothing,Frozen Foods,Mid-West,SKU_75,81.54,Omega,0.21,0.84,GHS,Wexford Store
13,P4,9627.21,5789.84,83,165,84,439.99,Packaged,Snacks,North Dublin,SKU_76,274.51,Wick,0.69,2.11,GHS,Wexford Store
13,P4,9282.9,3444.67,215,203,91,85.98,Packaged,Snacks,North Dublin,SKU_77,139.47,Zeta,0.33,0.64,InStore,Wilton Store
13,P4,1800.98,8302.16,85,116,95,364.19,Fresh,Breads,North Dublin,SKU_78,17.75,Roshni,0.85,2.57,GHS,New Store
13,P4,1744.16,4291.3,358,58,76,114.5,Packaged,Juice,Kerry/Limerick,SKU_79,164.62,Zeta,0.85,4.11,GHS,New Store
13,P4,5452.06,6717.99,450,43,97,94.42,Fresh,Snacks,Mid-West,SKU_80,277.93,Wick,0.23,3.28,InStore,New Store
13,P4,3579.25,5551.34,239,160,83,290.52,Packaged,Beers,Mid-West,SKU_81,459.67,Omega,0.79,1.17,GHS,New Store
13,P4,4435.54,8303.44,489,78,83,388.77,Fresh,Juice,Mid-West,SKU_82,208.2,Wick,0.52,1.76,GHS,Wilton Store
13,P4,8533.97,3238.79,216,191,81,47.13,Clothing,Frozen Foods,South Dublin,SKU_83,203.22,Wick,0.55,3.22,GHS,Wilton Store
13,P4,2838.53,9182.59,414,259,100,125.17,Packaged,Berries,North Dublin,SKU_84,446.08,Wick,0.63,3.98,GHS,Wilton Store
13,P4,4052.24,2415.74,145,75,100,421.95,Fresh,Frozen Foods,North Dublin,SKU_85,471.47,Roshni,0.85,4.97,GHS,New Store
13,P4,7501.1,1267.78,327,272,88,287.03,Packaged,Dairy,South Dublin,SKU_86,204.71,Roshni,0.71,1.21,GHS,New Store
13,P4,2442.69,7820.27,486,91,91,138.52,Packaged,Dairy,Kerry/Limerick,SKU_87,86.81,Roshni,0.46,2.86,InStore,Arklow Store
13,P4,7900.46,6690.79,209,69,75,329.93,Clothing,Beers,Kerry/Limerick,SKU_88,114.95,Omega,0.52,1.32,InStore,Wexford Store
13,P4,6730.54,6863.09,248,39,72,359.34,Packaged,Breads,South Dublin,SKU_89,351.46,Omega,0.51,2.81,InStore,Arklow Store
13,P4,8906.21,9245.13,457,74,99,287.84,Fresh,Berries,South Dublin,SKU_90,481.26,Zeta,0.71,3.27,InStore,Arklow Store
13,P4,1231.31,9153.73,360,129,75,30.06,Fresh,Beers,North Dublin,SKU_91,272.63,Roshni,0.53,2.98,GHS,Wexford Store
13,P4,8908.93,8342.46,65,86,91,172.41,Fresh,Snacks,South Dublin,SKU_92,192.43,Wick,0.13,1.14,InStore,Wilton Store
13,P4,7845.13,1835.11,478,187,77,11.48,Packaged,Snacks,North Dublin,SKU_93,163.7,Wick,0.49,1.09,InStore,Wexford Store
13,P4,1761.51,5781.9,238,64,75,43.54,Packaged,Dairy,South Dublin,SKU_94,231.69,Zeta,0.2,3.69,GHS,New Store
13,P4,1414.26,1842.06,120,152,84,164.13,Clothing,Beers,North Dublin,SKU_95,442.9,Roshni,0.76,3.24,InStore,Wilton Store
13,P4,6013.0,8261.24,309,196,87,382.68,Fresh,Breads,South Dublin,SKU_96,334.17,Wick,0.12,3.31,GHS,Arklow Store
13,P4,6147.92,3038.07,298,180,97,425.14,Packaged,Dairy,South Dublin,SKU_97,414.23,Omega,0.48,2.87,InStore,New Store
13,P4,6002.65,3750.46,135,279,73,477.36,Fresh,Dairy,Mid-West,SKU_98,366.14,Zeta,0.41,4.31,InStore,Wilton Store
13,P4,5935.09,3703.58,487,103,71,294.29,Fresh,Dairy,Kerry/Limerick,SKU_99,450.14,Zeta,0.15,2.28,GHS,Wilton Store
13,P4,760.01,2422.12,225,169,88,493.39,Fresh,Dairy,North Dublin,SKU_100,267.19,Wick,0.66,1.17,GHS,Wilton Store
13,P5,4354.87,6659.02,422,182,94,493.52,Packaged,Beers,Mid-West,SKU_1,495.51,Zeta,0.64,0.8,InStore,Wexford Store
13,P5,1468.92,4223.4,460,158,96,412.85,Packaged,Frozen Foods,Kerry/Limerick,SKU_2,10.47,Zeta,0.46,4.36,GHS,Arklow Store
13,P5,6747.24,988.75,259,200,72,419.01,Packaged,Dairy,South Dublin,SKU_3,44.9,Zeta,0.1,4.9,InStore,Arklow Store
13,P5,2335.58,6785.63,126,145,79,57.9,Clothing,Berries,Mid-West,SKU_4,56.07,Roshni,0.17,4.49,GHS,Wilton Store
13,P5,6388.32,1822.86,443,102,78,109.19,Clothing,Breads,Kerry/Limerick,SKU_5,466.95,Roshni,0.69,3.17,GHS,Wexford Store
13,P5,8744.71,7932.34,221,197,100,216.6,Fresh,Berries,North Dublin,SKU_6,391.3,Wick,0.43,2.13,GHS,Wexford Store
13,P5,4547.33,1527.77,366,210,98,164.85,Packaged,Berries,Kerry/Limerick,SKU_7,388.82,Wick,0.16,1.5,GHS,Arklow Store
13,P5,5289.02,5352.43,305,51,85,321.09,Fresh,Dairy,Mid-West,SKU_8,210.21,Wick,0.26,3.81,InStore,Wilton Store
13,P5,5892.06,7817.02,223,85,77,25.7,Fresh,Frozen Foods,Mid-West,SKU_9,83.31,Roshni,0.62,1.79,InStore,New Store
13,P5,3371.6,4449.89,185,89,78,341.58,Fresh,Dairy,Mid-West,SKU_10,162.48,Roshni,0.38,3.11,InStore,Wexford Store
13,P5,1689.23,7716.73,459,279,97,377.85,Packaged,Juice,Mid-West,SKU_11,313.25,Omega,0.7,0.82,InStore,Arklow Store
13,P5,1383.1,7245.84,157,72,100,482.78,Packaged,Juice,Kerry/Limerick,SKU_12,404.03,Roshni,0.1,1.21,GHS,New Store
13,P5,5147.29,622.5,166,272,86,127.02,Fresh,Dairy,Kerry/Limerick,SKU_13,456.02,Zeta,0.99,1.31,InStore,Wilton Store
13,P5,2649.82,2782.53,309,112,81,233.76,Clothing,Snacks,North Dublin,SKU_14,410.09,Roshni,0.61,2.06,GHS,Arklow Store
13,P5,7999.42,7057.09,338,68,91,72.8,Clothing,Beers,Mid-West,SKU_15,67.74,Zeta,0.68,0.71,InStore,New Store
13,P5,2333.26,4500.78,299,62,99,85.91,Packaged,Juice,North Dublin,SKU_16,223.64,Omega,0.47,4.39,GHS,Arklow Store
13,P5,8675.8,1827.29,496,190,79,332.5,Packaged,Dairy,North Dublin,SKU_17,445.47,Roshni,0.32,4.64,GHS,New Store
13,P5,1390.96,8546.5,103,279,91,444.18,Clothing,Dairy,North Dublin,SKU_18,380.03,Wick,0.31,2.3,GHS,Wilton Store
13,P5,2905.44,1224.12,398,207,81,399.4,Packaged,Frozen Foods,North Dublin,SKU_19,156.24,Omega,0.57,2.36,GHS,Arklow Store
13,P5,1133.67,1263.27,179,104,86,368.57,Clothing,Breads,Mid-West,SKU_20,370.9,Zeta,0.92,2.31,GHS,Wexford Store
13,P5,5290.52,2885.09,76,296,82,17.24,Fresh,Juice,Kerry/Limerick,SKU_21,350.31,Roshni,0.32,0.86,InStore,Arklow Store
13,P5,9025.4,2818.78,227,95,95,158.17,Packaged,Dairy,North Dublin,SKU_22,36.12,Zeta,0.19,2.75,GHS,Wexford Store
13,P5,5461.33,4466.58,371,221,90,135.57,Clothing,Snacks,South Dublin,SKU_23,210.76,Omega,0.14,1.5,GHS,Wexford Store
13,P5,3212.94,5438.02,344,65,70,425.16,Packaged,Dairy,Kerry/Limerick,SKU_24,459.81,Zeta,0.78,4.01,GHS,Wexford Store
13,P5,8350.59,5632.93,58,57,72,408.57,Clothing,Berries,South Dublin,SKU_25,470.82,Roshni,0.95,4.92,GHS,Wexford Store
13,P5,9175.04,7331.75,479,96,88,342.31,Fresh,Dairy,Mid-West,SKU_26,169.73,Wick,0.39,2.11,GHS,Wilton Store
13,P5,3088.99,4918.26,395,142,75,198.66,Fresh,Frozen Foods,Mid-West,SKU_27,130.86,Omega,0.59,4.53,InStore,Wilton Store
13,P5,3000.87,3315.48,53,257,77,448.73,Clothing,Dairy,North Dublin,SKU_28,340.83,Zeta,0.45,4.9,InStore,Arklow Store
13,P5,4243.98,8149.7,76,288,71,52.14,Packaged,Breads,Mid-West,SKU_29,423.71,Omega,0.57,1.86,InStore,Arklow Store
13,P5,5270.59,4331.57,483,215,94,407.04,Fresh,Frozen Foods,North Dublin,SKU_30,246.64,Roshni,0.39,2.08,InStore,Wilton Store
13,P5,1102.16,3634.12,313,257,80,172.58,Packaged,Breads,South Dublin,SKU_31,74.96,Zeta,0.4,3.1,GHS,Arklow Store
13,P5,2933.71,9149.92,50,74,72,459.97,Fresh,Breads,South Dublin,SKU_32,373.11,Zeta,0.93,4.51,GHS,Wexford Store
13,P5,7409.6,5385.63,297,80,98,189.08,Fresh,Berries,Kerry/Limerick,SKU_33,459.29,Wick,0.9,1.25,GHS,Wilton Store
13,P5,3527.42,1161.44,333,67,84,213.21,Clothing,Breads,Kerry/Limerick,SKU_34,216.7,Roshni,0.33,0.57,InStore,Wilton Store
13,P5,3647.25,2191.16,348,156,89,359.51,Packaged,Beers,Mid-West,SKU_35,168.15,Roshni,0.42,2.31,GHS,Arklow Store
13,P5,7174.8,1189.95,434,234,76,210.04,Clothing,Breads,South Dublin,SKU_36,351.19,Roshni,0.73,2.58,GHS,Wilton Store
13,P5,7730.45,1221.98,310,170,89,135.04,Fresh,Beers,Kerry/Limerick,SKU_37,421.69,Wick,0.68,4.73,GHS,Wexford Store
13,P5,3853.42,8932.86,491,45,99,421.27,Clothing,Beers,South Dublin,SKU_38,80.26,Omega,0.49,0.83,GHS,Wilton Store
13,P5,3021.15,6245.35,270,242,80,255.7,Packaged,Juice,North Dublin,SKU_39,40.63,Roshni,0.5,4.62,InStore,Arklow Store
13,P5,6963.04,8409.87,205,116,78,191.64,Fresh,Breads,South Dublin,SKU_40,147.92,Wick,0.43,0.68,GHS,New Store
13,P5,6875.09,1248.41,241,125,71,284.4,Packaged,Breads,South Dublin,SKU_41,433.47,Wick,0.9,1.27,GHS,Arklow Store
13,P5,1469.6,3807.34,254,141,79,427.85,Packaged,Beers,Mid-West,SKU_42,288.08,Omega,0.33,3.17,GHS,Wexford Store
13,P5,8618.4,9055.35,222,209,75,320.94,Clothing,Beers,South Dublin,SKU_43,185.27,Omega,0.73,2.84,GHS,Arklow Store
13,P5,4142.59,4543.65,393,152,88,489.29,Packaged,Dairy,South Dublin,SKU_44,274.99,Omega,0.54,0.73,GHS,New Store
13,P5,2548.36,8093.46,371,198,93,134.3,Packaged,Frozen Foods,Kerry/Limerick,SKU_45,373.2,Wick,0.59,0.57,GHS,Wilton Store
13,P5,4120.77,2270.33,415,35,87,229.36,Fresh,Juice,North Dublin,SKU_46,344.02,Omega,0.73,4.33,GHS,Wexford Store
13,P5,4098.55,3356.06,108,118,71,269.22,Clothing,Frozen Foods,Mid-West,SKU_47,407.22,Zeta,0.7,3.17,GHS,New Store
13,P5,6462.93,8478.36,115,65,79,67.01,Packaged,Breads,Mid-West,SKU_48,385.51,Zeta,0.31,1.29,GHS,New Store
13,P5,1503.3,2704.2,258,64,99,333.3,Clothing,Snacks,Kerry/Limerick,SKU_49,451.38,Roshni,0.7,2.1,GHS,Wilton Store
13,P5,9728.99,5948.07,448,56,94,110.7,Packaged,Beers,Mid-West,SKU_50,322.14,Wick,0.45,0.99,GHS,Arklow Store
13,P5,5271.27,5014.48,491,259,99,294.49,Fresh,Berries,South Dublin,SKU_51,144.31,Zeta,0.23,4.46,InStore,Arklow Store
13,P5,823.34,8785.25,94,89,70,33.9,Clothing,Dairy,Kerry/Limerick,SKU_52,204.7,Wick,0.15,2.73,GHS,New Store
13,P5,1084.53,7740.5,139,229,82,81.41,Packaged,Dairy,South Dublin,SKU_53,133.81,Wick,0.32,2.9,GHS,Wilton Store
13,P5,8220.0,6016.03,161,32,74,117.03,Fresh,Juice,Mid-West,SKU_54,364.03,Roshni,0.39,3.65,GHS,Arklow Store
13,P5,6484.0,3782.94,432,34,76,223.13,Clothing,Beers,Kerry/Limerick,SKU_55,82.84,Omega,0.66,1.32,InStore,Arklow Store
13,P5,2541.88,6365.24,51,222,84,11.78,Clothing,Frozen Foods,Mid-West,SKU_56,254.09,Roshni,0.34,2.88,InStore,Wilton Store
13,P5,7593.97,3495.2,281,121,97,490.96,Packaged,Juice,Mid-West,SKU_57,316.52,Omega,0.86,1.73,GHS,Wexford Store
13,P5,3570.37,7777.8,151,201,78,400.06,Fresh,Berries,Mid-West,SKU_58,303.31,Roshni,0.21,1.32,InStore,New Store
13,P5,7280.95,3888.43,215,128,82,382.09,Packaged,Juice,Mid-West,SKU_59,255.26,Zeta,0.39,4.79,InStore,Arklow Store
13,P5,8193.73,983.42,133,288,90,416.31,Clothing,Berries,Mid-West,SKU_60,79.92,Wick,0.58,1.54,GHS,Wilton Store
13,P5,2947.89,8112.28,307,179,82,328.58,Fresh,Juice,Kerry/Limerick,SKU_61,348.94,Wick,0.22,0.63,InStore,Wexford Store
13,P5,2484.73,1566.27,98,176,85,267.25,Clothing,Juice,Kerry/Limerick,SKU_62,212.32,Wick,0.94,4.67,GHS,New Store
13,P5,6371.26,7953.52,394,248,93,187.51,Clothing,Snacks,South Dublin,SKU_63,200.79,Wick,0.82,4.08,GHS,Wilton Store
13,P5,9307.43,2176.67,240,272,95,420.97,Fresh,Juice,North Dublin,SKU_64,213.25,Zeta,0.74,1.66,InStore,Wilton Store
13,P5,4080.12,8535.58,87,288,83,473.86,Packaged,Beers,Mid-West,SKU_65,424.09,Omega,0.45,4.12,InStore,Wexford Store
13,P5,4276.37,7723.27,444,213,99,327.44,Packaged,Snacks,Kerry/Limerick,SKU_66,101.88,Zeta,0.44,3.67,GHS,Wilton Store
13,P5,9207.71,4057.72,184,116,96,413.74,Fresh,Breads,Mid-West,SKU_67,10.16,Roshni,0.66,0.63,GHS,New Store
13,P5,1139.15,3139.19,224,75,81,113.13,Packaged,Breads,North Dublin,SKU_68,123.63,Omega,0.56,3.62,InStore,Wexford Store
13,P5,3848.77,6317.89,364,178,84,381.19,Fresh,Snacks,Mid-West,SKU_69,387.62,Wick,0.1,3.07,GHS,Wilton Store
13,P5,9524.06,6059.37,256,113,95,89.89,Fresh,Juice,Kerry/Limerick,SKU_70,14.44,Roshni,0.6,1.79,GHS,New Store
13,P5,8139.24,6784.2,228,220,86,175.5,Fresh,Frozen Foods,North Dublin,SKU_71,496.85,Wick,0.61,3.78,GHS,New Store
13,P5,992.14,6946.81,131,232,74,414.93,Fresh,Frozen Foods,Mid-West,SKU_72,137.35,Zeta,0.73,1.15,GHS,Wexford Store
13,P5,6913.85,7578.22,326,131,92,95.25,Fresh,Berries,Mid-West,SKU_73,177.79,Omega,0.84,1.88,GHS,Arklow Store
13,P5,4167.19,8521.73,161,201,86,226.9,Clothing,Frozen Foods,South Dublin,SKU_74,307.56,Zeta,0.78,1.95,InStore,Wilton Store
13,P5,5766.21,551.67,364,82,78,490.22,Packaged,Snacks,Kerry/Limerick,SKU_75,92.67,Wick,0.38,1.85,GHS,Wexford Store
13,P5,9246.91,1770.31,107,270,98,169.22,Packaged,Dairy,Kerry/Limerick,SKU_76,384.26,Roshni,0.6,1.33,GHS,Wilton Store
13,P5,2420.86,8298.64,188,175,82,281.95,Clothing,Berries,Mid-West,SKU_77,261.49,Wick,0.7,1.01,InStore,Arklow Store
13,P5,886.06,4327.63,455,141,85,101.4,Packaged,Juice,North Dublin,SKU_78,35.09,Omega,0.21,4.23,InStore,New Store
13,P5,4004.55,6588.03,332,246,76,176.54,Packaged,Berries,North Dublin,SKU_79,163.46,Omega,0.2,4.46,InStore,Wilton Store
13,P5,6247.4,6377.48,447,202,72,215.46,Clothing,Snacks,Kerry/Limerick,SKU_80,208.86,Omega,0.89,3.64,GHS,Wexford Store
13,P5,5478.06,569.48,88,41,75,313.63,Fresh,Berries,Mid-West,SKU_81,331.07,Omega,0.99,4.0,GHS,Arklow Store
13,P5,4724.15,592.76,112,174,80,219.27,Fresh,Frozen Foods,Kerry/Limerick,SKU_82,261.64,Zeta,0.68,0.63,InStore,Wilton Store
13,P5,7549.82,4030.28,63,233,81,433.49,Clothing,Breads,North Dublin,SKU_83,142.33,Zeta,0.37,3.89,InStore,Wilton Store
13,P5,7883.25,8677.34,262,179,74,78.7,Fresh,Dairy,South Dublin,SKU_84,376.7,Roshni,0.62,1.43,GHS,Arklow Store
13,P5,4798.52,959.84,62,121,75,270.48,Fresh,Juice,Kerry/Limerick,SKU_85,224.43,Zeta,0.88,2.82,InStore,Wilton Store
13,P5,5834.88,4660.06,228,203,79,22.02,Fresh,Beers,Kerry/Limerick,SKU_86,304.09,Omega,0.85,2.48,GHS,New Store
13,P5,3338.43,6269.4,394,89,77,337.38,Clothing,Frozen Foods,Kerry/Limerick,SKU_87,128.77,Wick,0.13,2.65,GHS,Wexford Store
13,P5,9258.83,5330.05,448,196,77,496.09,Packaged,Breads,North Dublin,SKU_88,159.19,Roshni,0.99,3.41,InStore,Wexford Store
13,P5,4602.42,481.35,370,245,70,161.58,Packaged,Frozen Foods,South Dublin,SKU_89,68.86,Omega,0.14,3.72,GHS,Arklow Store
13,P5,1508.71,8693.44,182,103,93,47.43,Fresh,Snacks,North Dublin,SKU_90,415.79,Zeta,0.6,1.91,InStore,Arklow Store
13,P5,9556.57,1753.04,390,167,93,354.09,Packaged,Breads,South Dublin,SKU_91,371.2,Omega,0.21,3.39,GHS,New Store
